PAGEIOLATCH_EX;PAGEIOLATCH_UP;PAGEIOLATCH_SH;SOS_SCHEDULER_YIELD;RESOURCE_SEMAPHORE;CMEMTHREAD;IO_COMPLETION;ASYNC_IO_COMPLETION;WRITELOG;ASYNC_NETWORK_IO;DBMIRROR_SEND;problema_CPU;problema_Memoria;problema_Disco;problema_Rede
0.0116390214679;1.8841075666085;0.1096346015158;2.9869151029623;0.0000849918098;0.0039278256837;0.0484527737006;0.1720454116149;1.8347953808177;92.9483973238188;0;0;0;0;1
0.0084492945750;2.0672990686957;0.4971939703285;3.0700928027816;0.0222452294167;0.0005881530643;0.1579021045742;0.7844690587563;3.2014856567165;90.1902746610913;0;0;0;0;1
0.0424412336694;1.3157103824762;0.8010150390003;2.0662059013126;0.0000000000000;0.0000132470822;0.3689648908349;2.2964570696587;11.6347943144132;81.4743979215525;0;0;0;0;1
0.0172307806431;9.6548799961386;2.6037925653168;1.3158807032782;0.0000000000000;0.0007565289668;0.0606917572773;1.4810099480770;7.8790400898014;76.9867176305008;0;0;0;0;1
0.0072503918040;2.9535927521859;1.0621921817155;10.4016256033643;0.0000000000000;0.0073438638906;1.2864346942652;1.0585958329535;6.9693837284535;76.2535809513675;0;0;0;0;1
0.0005968913442;0.2232701897118;0.1129069861654;24.8972164815769;0.0000000000000;0.0035619201349;0.1581420059960;0.2880384673058;1.2607536481406;73.0555134096246;0;0;0;0;1
0.0693275817478;1.7527302150173;0.6245856086766;2.1035773960180;0.0000000000000;0.0024629705502;0.0514570689005;7.6535192335867;15.3927052412793;72.3496346842237;0;0;0;0;1
0.0658031908937;2.1871131329620;1.4303985293164;8.8507598666909;2.9776282947345;0.1612115850390;2.4867737110019;0.0358454322594;18.3217304782569;63.4827357788454;0;0;0;0;1
0.1212640966038;33.1915679754649;0.2964675940850;4.4169366068735;0.0000000000000;0.0580145320674;0.0313238126207;1.4887308104128;3.3437072102776;57.0519873615942;0;0;0;0;1
0.0563121698705;32.7699447109634;1.9226919947220;2.7560984070208;0.0000000000000;0.0956846327796;5.6557996897696;0.0118355419739;0.4308451319399;56.3007877209602;0;0;0;0;1
0.0236019606514;35.4941550326595;1.3893968030053;5.4027254975954;0.4605789087512;0.0000944538029;1.5952541617981;0.0006798140564;0.2426908134714;55.3908225542085;0;0;0;0;1
0.0720673544137;4.9117041404236;1.9889249827519;33.7508374490470;0.0000000000000;0.0084841681423;1.0759843937901;2.0072636262392;3.4746270280018;52.7101068571904;0;0;0;0;1
0.0551728761771;0.2800838456707;0.9910288297816;22.0148788506935;0.0000000000000;0.0177724719187;0.5313099558820;5.4834749878239;18.7973237038223;51.8289544782303;0;0;0;0;1
0.1019782661433;7.4282929876495;1.7614595910113;28.5046601399338;0.0000000000000;0.0256995006879;1.0055726065927;1.3391200366701;13.6975693241765;46.1356475471349;0;0;0;0;1
0.0463261603632;5.4037744452292;0.3991999456593;23.2338788719305;0.0036441230705;0.0313085250947;0.0742421649651;0.4568479757822;25.0937559454708;45.2570218424346;0;0;0;0;1
0.8223864782435;1.5090552673469;2.2415336698103;53.5523704716157;0.0000000000000;0.0264995508036;0.7157497611233;2.2257895443698;3.8433306828647;35.0632845738222;0;1;0;0;0
0.2140220299777;7.4380073685566;1.5079708118649;12.0673872994142;0.0000000000000;0.0355285245581;1.6771411770557;27.2437324181771;16.4706334285857;33.3455769418099;0;0;0;0;0
0.4062099186056;2.7392460282260;1.8316904908517;54.6811464706571;0.0498434028344;0.0129671778463;1.3540521285282;2.3136599364041;6.3037434431400;30.3074410029066;0;1;0;0;0
0.2208160743727;7.9996102137745;1.8338427815590;5.4321956441862;0.0000000000000;0.0016876106432;0.5930174022779;43.6702602420700;18.8706672589970;21.3779027721197;0;0;0;1;0
0.0536493918689;13.4409905011113;0.2150532547172;7.6746277882043;0.0000000000000;0.0005932232190;0.7187158924604;1.2151565094399;57.9837615429924;18.6974518959865;0;0;0;1;0
0.1940326569729;18.1907631776842;7.1510819385394;27.0516521432377;0.0000000000000;0.1854847251321;0.4170920304484;22.1337494679017;7.2200602716771;17.4560835884065;0;0;0;0;0
0.2978481470778;38.7523688440377;3.9872057827404;1.1090062298040;0.3593625700876;0.0000622636335;0.2941626871083;28.1298834407302;12.6838041991044;14.3862958356760;0;0;0;0;0
0.3225577382680;0.8824142474035;1.1579385407315;42.8723547942821;0.0108193891664;0.0028855611559;3.1519885300691;0.7205543174858;38.1560158749234;12.7224710065144;0;1;0;0;0
0.2607235473149;48.0048425520744;2.7031104675242;21.2228862156649;0.0322918885744;0.0209982489833;1.7393804212891;8.4966203487578;5.2815725966548;12.2375737131621;0;0;0;1;0
6.0839231947427;6.2369894306901;0.7670649895662;12.4499008378669;0.0000000000000;0.0005019108209;0.2508928087101;3.4027292852455;60.2468419915699;10.5611555507876;0;0;0;1;0
0.0991831331225;11.3984321065626;3.5332762031777;19.9606962747396;0.0000000000000;0.0459444479471;7.2153565513557;12.8856213701462;40.7038380116867;4.1576519012617;0;0;0;1;0
0.1175980643934;0.2055086051010;0.3456101431877;37.8654910134161;0.0000000000000;0.0020029451832;0.0557896307607;0.3086005226133;57.0576859492011;4.0417131261435;0;0;0;1;0
0.5266154815144;70.9801769774644;3.9149269642892;9.2626558235648;0.0688425668118;0.0327908646994;1.3760640969770;2.5048783763515;7.2960995446180;4.0369493037097;0;0;0;1;0
0.4074076107654;4.4800897855470;3.1096712701548;9.2407225569394;0.0000000000000;0.2002625618111;0.2152033463934;1.5756078257648;77.1510139034095;3.6200211392147;0;0;0;1;0
