PAGEIOLATCH_EX;PAGEIOLATCH_UP;PAGEIOLATCH_SH;SOS_SCHEDULER_YIELD;RESOURCE_SEMAPHORE;CMEMTHREAD;IO_COMPLETION;ASYNC_IO_COMPLETION;WRITELOG;ASYNC_NETWORK_IO;DBMIRROR_SEND;problema_CPU;problema_Memoria;problema_Disco;problema_Rede
0,0172824003799;9,6634446946192;2,6100198898946;1,3150944653247;0,0000000000000;0,0007563666850;0,0604605210428;1,4820486956672;7,8765993570422;76,9742936093443;0,0000000000000;0;0;0;0
0,2983835238652;38,7597125253608;3,9910677013518;1,1089222855023;0,3588742302852;0,0000622630149;0,2941449755785;28,1201739875198;12,6834758078053;14,3851826997163;0,0000000000000;0;0;0;0
0,4048126842883;2,7330654121221;1,8304757831247;54,7282446675390;0,0496244479563;0,0129725254608;1,3473443667541;2,3039546753351;6,2999202833916;30,2895851540280;0,0000000000000;0;0;0;0
0,0293682874458;0,0402817848154;0,1526148895532;55,1037134641968;0,0012829698627;0,0006438054425;2,1313742341409;1,7943729151499;40,5683212398400;0,1780264095527;0,0000000000000;0;0;0;0
0,2603692824567;48,0412174836597;2,6980293304386;21,1957817702546;0,0322550749059;0,0208970103404;1,7381174216453;8,4878640226128;5,2714315909076;12,2540370127782;0,0000000000000;0;0;0;0
0,1940354162824;18,1910986178866;7,1561277427081;27,0459453007634;0,0000000000000;0,1841117270781;0,4154896535018;22,1441140511506;7,2185724852544;17,4505050053746;0,0000000000000;0;0;0;0
0,0236019606514;35,4941550326595;1,3893968030053;5,4027254975954;0,4605789087512;0,0000944538029;1,5952541617981;0,0006798140564;0,2426908134714;55,3908225542085;0,0000000000000;0;0;0;0
0,0649185140434;0,0488669378305;2,5489963868699;11,8598305276437;0,0000000000000;0,0008159167109;0,0017584737552;0,0814639445770;56,2992079197378;29,0941413788316;0,0000000000000;0;0;0;0
0,0149684755018;5,2667219037287;2,6212980585316;49,1169861435544;0,0000000000000;0,0018414193910;0,6010687127134;6,7208673801235;33,4943877331500;2,1618601733056;0,0000000000000;0;0;0;0
0,2732079680038;40,3258279165505;10,4242608593137;18,8442714524418;0,0000635808015;0,0024262570113;0,5999636729113;4,0221011153078;22,2231688360379;3,2847083416205;0,0000000000000;0;0;0;0
0,0464178505663;5,4154541094818;0,3997376242795;23,2497804150806;0,0036453106473;0,0313286927769;0,0743657692228;0,4568239102506;25,1123267762843;45,2101195414099;0,0000000000000;0;0;0;0
0,7672134422197;38,1329939871363;0,5077714151496;2,4858496415264;0,0000000000000;0,0001451455066;0,3438800851386;53,1443385878145;4,3937700496179;0,2240376458904;0,0000000000000;0;0;0;0
0,0940142558605;67,1767910383591;3,3197176138106;0,4725616240836;0,0000000000000;0,0000161264197;6,0808500012170;0,4221487151524;21,9169131982959;0,5169874268011;0,0000000000000;0;0;0;0
0,0257309787203;1,9385827430974;0,5865691144788;29,3947184099371;0,0000000000000;0,0058681707830;0,3948958439968;0,3867589459271;6,6546811569863;60,6121946360731;0,0000000000000;0;0;0;0
0,0084606290326;2,0694995498945;0,4971764956220;3,0796323642009;0,0222129748231;0,0005904310670;0,1579735123993;0,7846867960786;3,2004816557425;90,1792855911395;0,0000000000000;0;0;0;0
0,3304158845352;4,5338786870963;2,1968311781875;1,7084760415861;0,0000000000000;0,0024407969800;0,5939451372676;24,1274149952980;63,2096128149053;3,2969844641440;0,0000000000000;0;0;0;0
0,1175672456269;0,2054438210538;0,3459219931248;37,8516645354826;0,0000000000000;0,0020025629537;0,0557723894655;0,3088744909549;57,0691359030377;4,0436170583001;0,0000000000000;0;0;0;0
0,8234283168395;1,5107096643025;2,2448774539122;53,5428189914959;0,0000000000000;0,0264183727495;0,7153821385040;2,2252956823144;3,8454524174163;35,0656169624658;0,0000000000000;0;0;0;0
0,1019712536231;7,4292332074371;1,7615280658946;28,5062757134681;0,0000000000000;0,0256971972265;1,0054786592013;1,3392371847670;13,7002536638311;46,1303250545511;0,0000000000000;0;0;0;0
0,0658054594951;2,1865976537527;1,4301441430187;8,8523957165836;2,9773634083581;0,1612308761033;2,4859539752635;0,0358878894797;18,3196225264617;63,4849983514835;0,0000000000000;0;0;0;0
0,0119102743983;14,6290099110149;0,2982267106525;19,0168287756875;0,0848471334710;0,0002966656238;1,8079957613195;0,3069675614725;2,4298735599499;61,4140436464102;0,0000000000000;0;0;0;0
0,3219649184341;0,8805391313320;1,1568642489658;42,8957117401852;0,0107899128614;0,0028844109859;3,1470252348712;0,7202093109240;38,1284080429956;12,7356030484446;0,0000000000000;0;0;0;0
0,0118583579872;0,1903702821161;0,7483428265879;2,3180583041453;0,0000000000000;0,0003138602425;0,0298939300782;1,3886903707128;83,4931588279464;11,8193132401836;0,0000000000000;0;0;0;0
0,0991831331225;11,3984321065626;3,5332762031777;19,9606962747396;0,0000000000000;0,0459444479471;7,2153565513557;12,8856213701462;40,7038380116867;4,1576519012617;0,0000000000000;0;0;0;0
0,3994053772312;35,7411493026784;1,4647535427501;7,4025782581755;0,0000000000000;0,0010837746309;0,0575684878985;31,6730665479480;22,9171362119673;0,3432584967200;0,0000000000000;0;0;0;0
0,0693275817478;1,7527302150173;0,6245856086766;2,1035773960180;0,0000000000000;0,0024629705502;0,0514570689005;7,6535192335867;15,3927052412793;72,3496346842237;0,0000000000000;0;0;0;0
0,5257634431484;70,9810380200947;3,9100829888760;9,2568788275452;0,0687622586462;0,0326693801581;1,3810901606013;2,5007248718315;7,2841986111213;4,0587914379774;0,0000000000000;0;0;0;0
0,0720658247722;4,9139220001824;1,9892153117692;33,7717082989441;0,0000000000000;0,0084772960274;1,0787900295134;2,0079598081638;3,4750472103035;52,6828142203241;0,0000000000000;0;0;0;0
0,2207968536882;8,0062436357349;1,8344504275710;5,4364580288005;0,0000000000000;0,0016911518167;0,5915907924912;43,6412729078063;18,8689299748817;21,3985662272095;0,0000000000000;0;0;0;0
0,0072514425899;2,9531236405172;1,0641961345803;10,4143664260616;0,0000000000000;0,0073509282091;1,2873460149392;1,0612706304845;6,9759134266362;76,2291813559821;0,0000000000000;0;0;0;0
0,3560333301076;53,9640089170309;18,2648008607911;2,3166745635373;0,0000000000000;0,0001836919114;0,3000526613287;14,3238920464353;5,2520901947155;5,2222637341422;0,0000000000000;0;0;0;0
0,4072558148376;4,4824640172225;3,1090236455078;9,2428636220557;0,0000000000000;0,2002946611349;0,2150502419318;1,5754727072438;77,1452631053482;3,6223121847177;0,0000000000000;0;0;0;0
0,2182871625447;7,4795591936318;1,5212308560170;12,0840585462901;0,0000000000000;0,0354616996743;1,6870244160459;27,1612666171009;16,4788221705585;33,3342893381369;0,0000000000000;0;0;0;0
0,0307138514377;11,2337369348168;2,5151912591636;0,2706994053828;0,0000000000000;0,0030692741209;0,4991432366846;2,7458857640277;6,6841780503357;76,0173822240302;0,0000000000000;0;0;0;0
0,6396046501459;9,2877833828951;4,5451548646676;5,8441053900953;36,7488767090596;0,1959750111453;1,7713758975485;10,9090483363947;28,7458279695854;1,3122477884626;0,0000000000000;0;0;0;0
